,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),Date,Time,Year,Month
621,2005-04-03 01:45:29,1.0S,112.4E,59.2,,,,,219000000000.0,0.61,2005-04-03,01:45:29,2005,April
622,2005-04-02 22:52:25,14.1N,169.7E,27.2,,,,,204000000000.0,0.57,2005-04-02,22:52:25,2005,April
623,2005-03-31 22:15:55,42.8N,36.2W,,,,,,38000000000.0,0.13,2005-03-31,22:15:55,2005,March
624,2005-03-18 16:48:32,9.7S,34.7W,33.0,,,,,27000000000.0,0.095,2005-03-18,16:48:32,2005,March
625,2005-03-12 22:16:31,,,,,,,,22000000000.0,0.079,2005-03-12,22:16:31,2005,March
626,2005-03-09 15:47:36,21.4S,157.9W,44.4,,,,,53000000000.0,0.17,2005-03-09,15:47:36,2005,March
627,2005-03-09 12:49:08,14.3N,142.7E,30.7,,,,,40000000000.0,0.13,2005-03-09,12:49:08,2005,March
628,2005-03-06 17:32:51,,,,,,,,55000000000.0,0.18,2005-03-06,17:32:51,2005,March
629,2005-02-22 22:51:06,,,,,,,,41000000000.0,0.14,2005-02-22,22:51:06,2005,February
630,2005-02-17 22:52:36,48.0N,161.5W,42.5,,,,,100000000000.0,0.3,2005-02-17,22:52:36,2005,February
631,2005-01-19 01:43:14,27.5S,164.9W,40.7,,,,,141000000000.0,0.41,2005-01-19,01:43:14,2005,January
632,2005-01-02 23:09:51,21.3S,154.7E,35.2,21.5,20.2,-3.3,6.6,119000000000.0,0.35,2005-01-02,23:09:51,2005,January
633,2005-01-01 03:44:09,32.7N,12.4E,31.8,,,,,454000000000.0,1.2,2005-01-01,03:44:09,2005,January
634,2004-12-29 07:11:45,8.5S,171.8E,,,,,,90000000000.0,0.28,2004-12-29,07:11:45,2004,December
635,2004-12-13 11:35:55,9.7S,155.3E,,,,,,39000000000.0,0.13,2004-12-13,11:35:55,2004,December
636,2004-12-11 15:36:51,36.0N,104.1E,,,,,,30000000000.0,0.1,2004-12-11,15:36:51,2004,December
637,2004-11-30 08:32:53,61.0N,171.0W,,,,,,181000000000.0,0.51,2004-11-30,08:32:53,2004,November
638,2004-11-17 03:13:04,,,,,,,,186000000000.0,0.52,2004-11-17,03:13:04,2004,November
639,2004-10-14 11:41:01,,,,,,,,93000000000.0,0.28,2004-10-14,11:41:01,2004,October
640,2004-10-10 11:05:28,,,,,,,,30000000000.0,0.1,2004-10-10,11:05:28,2004,October
641,2004-10-07 13:14:43,27.3S,71.5E,35.0,19.2,-15.3,1.0,11.6,10400000000000.0,18.0,2004-10-07,13:14:43,2004,October
642,2004-10-04 04:39:52,3.7N,150.9W,,,,,,71000000000.0,0.22,2004-10-04,04:39:52,2004,October
643,2004-09-28 08:57:28,0.2N,101.1W,,,,,,62000000000.0,0.2,2004-09-28,08:57:28,2004,September
644,2004-09-03 12:07:22,67.7S,18.2E,31.5,,,,,7260000000000.0,13.0,2004-09-03,12:07:22,2004,September
645,2004-08-22 10:01:33,51.9S,22.7E,37.0,,,,,1440000000000.0,3.2,2004-08-22,10:01:33,2004,August
646,2004-07-29 12:41:45,,,,,,,,25000000000.0,0.089,2004-07-29,12:41:45,2004,July
647,2004-07-25 05:29:13,,,,,,,,197000000000.0,0.55,2004-07-25,05:29:13,2004,July
648,2004-07-22 03:34:31,,,,,,,,35000000000.0,0.12,2004-07-22,03:34:31,2004,July
649,2004-07-16 00:11:01,,,,,,,,29000000000.0,0.1,2004-07-16,00:11:01,2004,July
650,2004-07-04 16:58:04,,,,,,,,79000000000.0,0.25,2004-07-04,16:58:04,2004,July
651,2004-07-03 20:47:22,,,,,,,,65000000000.0,0.21,2004-07-03,20:47:22,2004,July
652,2004-06-12 07:13:56,21.7N,175.3E,,,,,,104000000000.0,0.31,2004-06-12,07:13:56,2004,June
653,2004-06-11 15:41:40,,,,,,,,104000000000.0,0.31,2004-06-11,15:41:40,2004,June
654,2004-06-05 20:34:10,1.3N,174.4W,43.0,19.5,9.4,17.0,-1.5,1810000000000.0,3.9,2004-06-05,20:34:10,2004,June
655,2004-06-04 13:41:38,,,,,,,,339000000000.0,0.89,2004-06-04,13:41:38,2004,June
656,2004-06-03 21:59:15,,,,,,,,47000000000.0,0.16,2004-06-03,21:59:15,2004,June
657,2004-06-03 09:40:12,48.9N,120.4W,,,,,,54000000000.0,0.18,2004-06-03,09:40:12,2004,June
658,2004-05-18 11:12:12,28.1S,47.4W,,,,,,394000000000.0,1.0,2004-05-18,11:12:12,2004,May
659,2004-05-17 02:08:27,18.9S,28.3E,44.0,,,,,55000000000.0,0.18,2004-05-17,02:08:27,2004,May
660,2004-05-06 02:22:49,,,,,,,,49000000000.0,0.16,2004-05-06,02:22:49,2004,May
661,2004-04-23 00:33:41,,,,,,,,56000000000.0,0.18,2004-04-23,00:33:41,2004,April
662,2004-04-22 21:19:55,15.2S,55.1E,,,,,,139000000000.0,0.41,2004-04-22,21:19:55,2004,April
663,2004-04-22 04:21:49,44.3S,83.3E,29.6,16.3,8.5,-12.1,-6.8,624000000000.0,1.5,2004-04-22,04:21:49,2004,April
664,2004-04-06 03:24:49,12.0S,162.8E,35.0,25.6,10.5,-23.2,-2.9,433000000000.0,1.1,2004-04-06,03:24:49,2004,April
665,2004-03-26 16:35:45,7.6S,155.1E,46.0,,,,,24000000000.0,0.086,2004-03-26,16:35:45,2004,March
666,2004-03-25 09:39:26,4.8S,21.0E,,,,,,21000000000.0,0.076,2004-03-25,09:39:26,2004,March
667,2004-02-27 01:18:54,,,,,,,,60000000000.0,0.19,2004-02-27,01:18:54,2004,February
668,2004-02-02 18:52:20,18.3S,52.3E,,,,,,30000000000.0,0.1,2004-02-02,18:52:20,2004,February
669,2004-01-22 01:06:43,50.6S,157.8E,37.0,,,,,232000000000.0,0.64,2004-01-22,01:06:43,2004,January
670,2004-01-17 20:11:02,,,,,,,,28000000000.0,0.098,2004-01-17,20:11:02,2004,January
671,2004-01-16 11:17:06,,,,,,,,98000000000.0,0.3,2004-01-16,11:17:06,2004,January
672,2004-01-02 04:27:59,28.2S,3.2E,63.0,,,,,134000000000.0,0.39,2004-01-02,04:27:59,2004,January
673,2003-12-09 22:36:23,67.1S,90.8W,,,,,,643000000000.0,1.6,2003-12-09,22:36:23,2003,December
674,2003-11-26 02:00:04,22.9S,22.7E,32.0,,,,,35000000000.0,0.12,2003-11-26,02:00:04,2003,November
675,2003-11-10 13:54:06,64.5S,136.2E,23.0,20.1,14.8,-8.7,10.4,518000000000.0,1.3,2003-11-10,13:54:06,2003,November
676,2003-11-01 14:09:30,51.4S,151.7E,,,,,,73000000000.0,0.23,2003-11-01,14:09:30,2003,November
677,2003-10-16 00:47:28,,,,,,,,285000000000.0,0.77,2003-10-16,00:47:28,2003,October
678,2003-10-13 14:06:59,,,,,,,,30000000000.0,0.1,2003-10-13,14:06:59,2003,October
679,2003-10-07 00:23:56,,,,,,,,37000000000.0,0.13,2003-10-07,00:23:56,2003,October
680,2003-09-27 12:59:02,21.0N,86.6E,26.0,18.2,-1.0,-5.4,-17.3,2150000000000.0,4.6,2003-09-27,12:59:02,2003,September
681,2003-09-22 03:45:43,,,,,,,,33000000000.0,0.11,2003-09-22,03:45:43,2003,September
682,2003-09-21 07:40:00,,,,,,,,20000000000.0,0.073,2003-09-21,07:40:00,2003,September
683,2003-09-20 19:04:01,,,,,,,,30000000000.0,0.1,2003-09-20,19:04:01,2003,September
684,2003-09-02 20:00:46,51.3N,161.0W,,,,,,385000000000.0,1.0,2003-09-02,20:00:46,2003,September
685,2003-08-26 22:08:45,,,,,,,,72000000000.0,0.23,2003-08-26,22:08:45,2003,August
686,2003-08-26 08:44:07,,,,,,,,249000000000.0,0.68,2003-08-26,08:44:07,2003,August
687,2003-08-17 13:16:07,39.0S,34.0E,,,,,,647000000000.0,1.6,2003-08-17,13:16:07,2003,August
688,2003-08-01 04:09:32,,,,,,,,21000000000.0,0.076,2003-08-01,04:09:32,2003,August
689,2003-07-21 05:11:28,,,,,,,,58000000000.0,0.19,2003-07-21,05:11:28,2003,July
690,2003-06-22 22:53:28,,,,,,,,21000000000.0,0.076,2003-06-22,22:53:28,2003,June
691,2003-06-21 14:49:57,,,,,,,,38000000000.0,0.13,2003-06-21,14:49:57,2003,June
692,2003-06-16 17:17:19,,,,,,,,65000000000.0,0.21,2003-06-16,17:17:19,2003,June
693,2003-06-10 14:11:07,41.8S,122.9E,,,,,,32000000000.0,0.11,2003-06-10,14:11:07,2003,June
694,2003-05-27 23:32:32,5.2N,166.2E,,,,,,68000000000.0,0.22,2003-05-27,23:32:32,2003,May
695,2003-05-19 03:38:12,,,,,,,,521000000000.0,1.3,2003-05-19,03:38:12,2003,May
696,2003-05-18 07:51:40,,,,,,,,21000000000.0,0.076,2003-05-18,07:51:40,2003,May
697,2003-05-15 06:28:32,54.0N,80.4W,,,,,,43000000000.0,0.14,2003-05-15,06:28:32,2003,May
698,2003-04-28 13:06:46,,,,,,,,23000000000.0,0.082,2003-04-28,13:06:46,2003,April
699,2003-04-13 17:58:41,14.8N,64.5E,17.0,,,,,175000000000.0,0.5,2003-04-13,17:58:41,2003,April
700,2003-04-07 09:25:28,18.4S,162.6E,,,,,,22000000000.0,0.079,2003-04-07,09:25:28,2003,April
701,2003-04-01 04:40:55,,,,,,,,31000000000.0,0.11,2003-04-01,04:40:55,2003,April
702,2003-03-27 05:50:26,41.4N,87.7W,45.0,,,,,142000000000.0,0.41,2003-03-27,05:50:26,2003,March
703,2003-02-25 23:13:28,40.0N,116.0E,,,,,,33000000000.0,0.11,2003-02-25,23:13:28,2003,February
704,2003-02-12 23:45:57,,,,,,,,79000000000.0,0.25,2003-02-12,23:45:57,2003,February
705,2003-02-12 02:37:54,31.5S,107.5E,,,,,,120000000000.0,0.36,2003-02-12,02:37:54,2003,February
706,2003-02-06 17:00:19,62.9S,113.9W,,,,,,197000000000.0,0.55,2003-02-06,17:00:19,2003,February
707,2003-02-05 06:16:27,,,,,,,,103000000000.0,0.31,2003-02-05,06:16:27,2003,February
708,2003-02-04 14:07:08,59.9S,41.0E,,,,,,135000000000.0,0.4,2003-02-04,14:07:08,2003,February
709,2003-01-30 06:02:59,,,,,,,,107000000000.0,0.32,2003-01-30,06:02:59,2003,January
710,2002-11-28 15:41:53,,,,,,,,46000000000.0,0.15,2002-11-28,15:41:53,2002,November
711,2002-11-21 00:11:17,1.4S,154.0W,,,,,,240000000000.0,0.66,2002-11-21,00:11:17,2002,November
712,2002-11-12 21:49:56,21.1S,6.8W,,,,,,43000000000.0,0.14,2002-11-12,21:49:56,2002,November
713,2002-11-10 22:13:54,16.0N,166.0W,,,,,,460000000000.0,1.2,2002-11-10,22:13:54,2002,November
714,2002-10-09 12:00:35,4.3S,175.9W,,,,,,49000000000.0,0.16,2002-10-09,12:00:35,2002,October
715,2002-10-04 10:08:01,,,,,,,,117000000000.0,0.35,2002-10-04,10:08:01,2002,October
716,2002-09-24 16:48:57,57.9N,112.9E,,,,,,860000000000.0,2.0,2002-09-24,16:48:57,2002,September
717,2002-08-14 07:48:32,6.9S,126.2W,,,,,,90000000000.0,0.28,2002-08-14,07:48:32,2002,August
718,2002-08-11 20:42:53,18.2S,159.4E,,,,,,1510000000000.0,3.3,2002-08-11,20:42:53,2002,August
719,2002-08-10 18:01:51,,,,,,,,25000000000.0,0.089,2002-08-10,18:01:51,2002,August
720,2002-07-25 15:57:32,28.7S,47.0E,,,,,,230000000000.0,0.63,2002-07-25,15:57:32,2002,July
721,2002-07-22 11:16:02,34.0N,106.1E,,,,,,53000000000.0,0.17,2002-07-22,11:16:02,2002,July
722,2002-06-29 16:31:55,,,,,,,,159000000000.0,0.46,2002-06-29,16:31:55,2002,June
723,2002-06-15 11:51:18,,,,,,,,29000000000.0,0.1,2002-06-15,11:51:18,2002,June
724,2002-06-13 15:29:38,24.9S,111.4E,,,,,,191000000000.0,0.54,2002-06-13,15:29:38,2002,June
725,2002-06-02 04:28:20,34.0N,21.0E,,,,,,4500000000000.0,8.8,2002-06-02,04:28:20,2002,June
726,2002-04-03 19:10:21,5.3S,27.1E,,,,,,182000000000.0,0.51,2002-04-03,19:10:21,2002,April
727,2002-04-02 02:36:28,,,,,,,,32000000000.0,0.11,2002-04-02,02:36:28,2002,April
728,2002-03-28 21:29:56,,,,,,,,27000000000.0,0.095,2002-03-28,21:29:56,2002,March
729,2002-03-19 05:56:10,,,,,,,,83000000000.0,0.26,2002-03-19,05:56:10,2002,March
730,2002-03-19 02:56:52,,,,,,,,53000000000.0,0.17,2002-03-19,02:56:52,2002,March
731,2002-03-18 14:44:57,60.4S,120.5W,,,,,,20000000000.0,0.073,2002-03-18,14:44:57,2002,March
732,2002-03-09 01:20:24,6.9N,147.3W,,,,,,249000000000.0,0.68,2002-03-09,01:20:24,2002,March
733,2002-03-03 21:10:55,37.5N,154.0E,,,,,,82000000000.0,0.25,2002-03-03,21:10:55,2002,March
734,2002-03-01 03:53:59,29.2N,66.8W,,,,,,38000000000.0,0.13,2002-03-01,03:53:59,2002,March
735,2002-02-09 19:50:26,17.7S,138.7E,,,,,,70000000000.0,0.22,2002-02-09,19:50:26,2002,February
736,2002-02-01 19:07:54,60.7N,116.6E,,,,,,70000000000.0,0.22,2002-02-01,19:07:54,2002,February
737,2002-01-20 16:42:04,48.4N,165.0W,,,,,,104000000000.0,0.31,2002-01-20,16:42:04,2002,January
738,2002-01-03 12:19:37,,,,,,,,123000000000.0,0.36,2002-01-03,12:19:37,2002,January
739,2001-12-14 17:58:04,,,,,,,,151000000000.0,0.44,2001-12-14,17:58:04,2001,December
740,2001-12-12 16:56:13,,,,,,,,98000000000.0,0.3,2001-12-12,16:56:13,2001,December
741,2001-11-26 06:51:52,,,,,,,,192000000000.0,0.54,2001-11-26,06:51:52,2001,November
742,2001-11-13 10:58:48,,,,,,,,312000000000.0,0.83,2001-11-13,10:58:48,2001,November
743,2001-11-11 12:14:02,,,,,,,,130000000000.0,0.38,2001-11-11,12:14:02,2001,November
744,2001-10-27 19:20:12,52.7N,3.8E,,,,,,36000000000.0,0.12,2001-10-27,19:20:12,2001,October
745,2001-10-14 12:03:11,,,,,,,,89000000000.0,0.27,2001-10-14,12:03:11,2001,October
746,2001-10-12 03:11:53,,,,,,,,62000000000.0,0.2,2001-10-12,03:11:53,2001,October
747,2001-10-06 06:29:38,,,,,,,,158000000000.0,0.45,2001-10-06,06:29:38,2001,October
748,2001-09-25 11:54:06,,,,,,,,42000000000.0,0.14,2001-09-25,11:54:06,2001,September
749,2001-08-26 16:08:52,,,,,,,,38000000000.0,0.13,2001-08-26,16:08:52,2001,August
750,2001-08-18 13:57:43,,,,,,,,40000000000.0,0.13,2001-08-18,13:57:43,2001,August
751,2001-07-26 21:20:19,0.4N,84.8E,,,,,,326000000000.0,0.86,2001-07-26,21:20:19,2001,July
752,2001-07-23 22:19:11,41.0N,77.0W,,,,,,1240000000000.0,2.8,2001-07-23,22:19:11,2001,July
753,2001-05-06 04:30:29,,,,,,,,50000000000.0,0.16,2001-05-06,04:30:29,2001,May
754,2001-04-27 09:46:18,,,,,,,,130000000000.0,0.38,2001-04-27,09:46:18,2001,April
755,2001-04-23 06:12:35,28.0N,133.6W,29.0,,,,,4600000000000.0,9.0,2001-04-23,06:12:35,2001,April
756,2001-04-14 06:40:36,,,,,,,,24000000000.0,0.086,2001-04-14,06:40:36,2001,April
757,2001-04-13 00:29:57,15.3S,162.4E,,,,,,251000000000.0,0.68,2001-04-13,00:29:57,2001,April
758,2001-02-09 21:27:55,,,,,,,,108000000000.0,0.32,2001-02-09,21:27:55,2001,February
759,2001-02-04 05:53:38,64.0S,97.3E,,,,,,151000000000.0,0.44,2001-02-04,05:53:38,2001,February
760,2001-01-28 16:19:18,66.0N,31.3E,,,,,,108000000000.0,0.32,2001-01-28,16:19:18,2001,January
761,2000-12-15 13:22:59,41.3N,95.2E,,,,,,262000000000.0,0.71,2000-12-15,13:22:59,2000,December
762,2000-12-15 03:46:27,50.4N,58.9E,,,,,,27000000000.0,0.095,2000-12-15,03:46:27,2000,December
763,2000-11-28 12:20:13,,,,,,,,119000000000.0,0.35,2000-11-28,12:20:13,2000,November
764,2000-11-13 00:28:01,13.6S,5.8W,,,,,,66000000000.0,0.21,2000-11-13,00:28:01,2000,November
765,2000-11-06 07:18:57,52.0S,22.2W,,,,,,69000000000.0,0.22,2000-11-06,07:18:57,2000,November
766,2000-10-11 23:29:55,31.7S,5.5W,,,,,,81000000000.0,0.25,2000-10-11,23:29:55,2000,October
767,2000-09-24 06:57:19,,,,,,,,27000000000.0,0.095,2000-09-24,06:57:19,2000,September
768,2000-09-23 04:00:45,58.5S,142.6E,,,,,,22000000000.0,0.079,2000-09-23,04:00:45,2000,September
769,2000-09-19 22:12:38,3.2S,133.8W,,,,,,89000000000.0,0.27,2000-09-19,22:12:38,2000,September
770,2000-08-25 01:12:25,14.5N,106.1W,,,,,,1385000000000.0,3.1,2000-08-25,01:12:25,2000,August
771,2000-08-13 03:00:32,36.7N,127.8W,,,,,,65000000000.0,0.21,2000-08-13,03:00:32,2000,August
772,2000-08-01 16:48:27,50.2S,101.9W,,,,,,182000000000.0,0.51,2000-08-01,16:48:27,2000,August
773,2000-07-31 07:06:34,15.7N,138.5W,,,,,,38000000000.0,0.13,2000-07-31,07:06:34,2000,July
774,2000-07-19 17:40:25,17.7S,94.1E,,,,,,107000000000.0,0.32,2000-07-19,17:40:25,2000,July
775,2000-07-15 16:13:29,46.6S,163.3E,,,,,,21000000000.0,0.076,2000-07-15,16:13:29,2000,July
776,2000-07-09 01:08:45,,,,,,,,121000000000.0,0.36,2000-07-09,01:08:45,2000,July
777,2000-07-07 01:34:20,15.0N,140.7E,,,,,,65000000000.0,0.21,2000-07-07,01:34:20,2000,July
778,2000-06-27 10:06:51,34.9N,36.8E,,,,,,27000000000.0,0.095,2000-06-27,10:06:51,2000,June
779,2000-06-23 09:03:42,69.2N,44.0W,,,,,,20000000000.0,0.073,2000-06-23,09:03:42,2000,June
780,2000-06-22 20:02:11,32.9N,159.0E,,,,,,30000000000.0,0.1,2000-06-22,20:02:11,2000,June
781,2000-06-18 13:40:02,,,,,,,,133000000000.0,0.39,2000-06-18,13:40:02,2000,June
782,2000-06-14 16:39:18,28.1N,107.3E,48.0,,,,,145000000000.0,0.42,2000-06-14,16:39:18,2000,June
783,2000-06-04 03:17:39,,,,,,,,190000000000.0,0.53,2000-06-04,03:17:39,2000,June
784,2000-06-03 03:24:49,36.8N,74.8W,,,,,,30000000000.0,0.1,2000-06-03,03:24:49,2000,June
785,2000-06-02 18:44:16,27.5S,18.9W,,,,,,30000000000.0,0.1,2000-06-02,18:44:16,2000,June
786,2000-05-29 16:46:28,,,,,,,,60000000000.0,0.19,2000-05-29,16:46:28,2000,May
787,2000-05-06 11:51:52,49.9N,18.4E,,,,,,28000000000.0,0.098,2000-05-06,11:51:52,2000,May
788,2000-05-03 10:40:09,5.0S,73.0E,,,,,,59000000000.0,0.19,2000-05-03,10:40:09,2000,May
789,2000-04-21 13:42:20,,,,,,,,86000000000.0,0.27,2000-04-21,13:42:20,2000,April
790,2000-04-04 13:38:15,,,,,,,,23000000000.0,0.082,2000-04-04,13:38:15,2000,April
791,2000-03-28 15:27:17,1.0N,98.3E,,,,,,63000000000.0,0.2,2000-03-28,15:27:17,2000,March
792,2000-03-19 05:11:50,,,,,,,,49000000000.0,0.16,2000-03-19,05:11:50,2000,March
793,2000-03-06 08:29:18,58.0N,175.0E,,,,,,960000000000.0,2.2,2000-03-06,08:29:18,2000,March
794,2000-02-18 09:25:59,0.9S,109.2E,,,,,,3620000000000.0,7.3,2000-02-18,09:25:59,2000,February
795,2000-02-17 14:22:07,14.2N,115.9E,,,,,,22000000000.0,0.079,2000-02-17,14:22:07,2000,February
796,2000-01-18 16:43:42,60.3N,134.6W,,,,,,1050000000000.0,2.4,2000-01-18,16:43:42,2000,January
797,2000-01-18 08:33:58,24.3N,94.9W,,,,,,35000000000.0,0.12,2000-01-18,08:33:58,2000,January
798,1999-12-16 00:07:22,26.5S,11.3W,,,,,,67000000000.0,0.21,1999-12-16,00:07:22,1999,December
799,1999-12-11 17:31:52,,,,,,,,273000000000.0,0.74,1999-12-11,17:31:52,1999,December
800,1999-12-10 18:56:50,,,,,,,,28000000000.0,0.098,1999-12-10,18:56:50,1999,December
801,1999-12-03 17:24:45,,,,,,,,42000000000.0,0.14,1999-12-03,17:24:45,1999,December
802,1999-12-01 19:38:15,,,,,,,,23000000000.0,0.082,1999-12-01,19:38:15,1999,December
803,1999-11-30 02:18:53,,,,,,,,45000000000.0,0.15,1999-11-30,02:18:53,1999,November
804,1999-11-15 20:01:28,8.1S,75.4E,,,,,,74000000000.0,0.23,1999-11-15,20:01:28,1999,November
805,1999-11-07 17:53:06,2.3S,77.4W,,,,,,89000000000.0,0.27,1999-11-07,17:53:06,1999,November
806,1999-10-26 17:19:42,13.7N,70.8W,,,,,,86000000000.0,0.27,1999-10-26,17:19:42,1999,October
807,1999-09-08 23:55:35,22.4N,0.2E,,,,,,28000000000.0,0.098,1999-09-08,23:55:35,1999,September
808,1999-09-08 14:41:53,32.5N,104.6E,32.0,,,,,90000000000.0,0.28,1999-09-08,14:41:53,1999,September
809,1999-08-16 05:18:20,35.0N,107.2W,,,,,,36000000000.0,0.12,1999-08-16,05:18:20,1999,August
810,1999-08-06 03:22:37,,,,,,,,68000000000.0,0.22,1999-08-06,03:22:37,1999,August
811,1999-08-03 18:25:49,64.7S,18.8W,,,,,,356000000000.0,0.93,1999-08-03,18:25:49,1999,August
812,1999-07-10 08:11:42,37.8S,39.6E,52.0,,,,,326000000000.0,0.86,1999-07-10,08:11:42,1999,July
813,1999-07-07 04:14:41,39.5S,174.4E,,,,,,140000000000.0,0.41,1999-07-07,04:14:41,1999,July
814,1999-06-25 06:27:41,50.0N,121.0E,69.0,,,,,124000000000.0,0.37,1999-06-25,06:27:41,1999,June
815,1999-05-23 07:02:10,16.4S,116.3W,,,,,,26000000000.0,0.092,1999-05-23,07:02:10,1999,May
816,1999-04-26 11:33:06,22.5S,6.5E,,,,,,92000000000.0,0.28,1999-04-26,11:33:06,1999,April
817,1999-04-26 09:49:26,32.8S,159.1E,,,,,,33000000000.0,0.11,1999-04-26,09:49:26,1999,April
818,1999-03-31 23:54:35,17.9S,22.6E,,,,,,234000000000.0,0.64,1999-03-31,23:54:35,1999,March
819,1999-03-28 15:37:01,0.8N,97.6E,,,,,,304000000000.0,0.81,1999-03-28,15:37:01,1999,March
820,1999-03-02 22:23:25,18.9N,50.5E,,,,,,59000000000.0,0.19,1999-03-02,22:23:25,1999,March
821,1999-02-18 23:15:25,54.9S,64.6W,,,,,,154000000000.0,0.44,1999-02-18,23:15:25,1999,February
822,1999-02-01 14:24:09,80.0N,154.2E,,,,,,28000000000.0,0.098,1999-02-01,14:24:09,1999,February
823,1999-01-19 02:32:21,7.9N,85.8E,,,,,,24000000000.0,0.086,1999-01-19,02:32:21,1999,January
824,1999-01-14 08:06:05,44.0S,129.7W,32.0,,,,,5060000000000.0,9.8,1999-01-14,08:06:05,1999,January
825,1999-01-12 19:24:52,,,,,,,,43000000000.0,0.14,1999-01-12,19:24:52,1999,January
826,1999-01-11 05:18:17,,,,,,,,24000000000.0,0.086,1999-01-11,05:18:17,1999,January
827,1999-01-02 18:25:51,47.0N,103.0E,65.0,,,,,35000000000.0,0.12,1999-01-02,18:25:51,1999,January
828,1998-12-22 09:24:00,,,,,,,,27000000000.0,0.095,1998-12-22,09:24:00,1998,December
829,1998-11-23 20:20:14,82.3N,160.1E,,,,,,25000000000.0,0.089,1998-11-23,20:20:14,1998,November
830,1998-11-11 16:46:18,6.5N,156.4E,,,,,,656000000000.0,1.6,1998-11-11,16:46:18,1998,November
831,1998-10-03 12:58:50,,,,,,,,32000000000.0,0.11,1998-10-03,12:58:50,1998,October
832,1998-09-04 09:16:11,,,,,,,,128000000000.0,0.38,1998-09-04,09:16:11,1998,September
833,1998-09-01 11:15:04,34.6N,23.6E,,,,,,24000000000.0,0.086,1998-09-01,11:15:04,1998,September
834,1998-08-30 00:20:12,,,,,,,,41000000000.0,0.14,1998-08-30,00:20:12,1998,August
835,1998-08-08 12:55:22,,,,,,,,23000000000.0,0.082,1998-08-08,12:55:22,1998,August
836,1998-07-28 14:16:53,,,,,,,,63000000000.0,0.2,1998-07-28,14:16:53,1998,July
837,1998-03-24 09:08:14,,,,,,,,27000000000.0,0.095,1998-03-24,09:08:14,1998,March
838,1998-03-22 22:25:37,1.4N,26.6E,,,,,,140000000000.0,0.41,1998-03-22,22:25:37,1998,March
839,1998-01-08 16:10:21,,,,,,,,62000000000.0,0.2,1998-01-08,16:10:21,1998,January
840,1998-01-04 23:00:27,35.1S,33.4E,30.0,17.1,6.0,-10.6,12.0,74000000000.0,0.23,1998-01-04,23:00:27,1998,January
841,1997-12-28 03:58:18,23.1S,152.4E,,,,,,31000000000.0,0.11,1997-12-28,03:58:18,1997,December
842,1997-12-09 08:15:55,62.7N,49.9W,,,,,,270000000000.0,0.73,1997-12-09,08:15:55,1997,December
843,1997-11-07 07:46:55,57.3S,167.2E,,,,,,800000000000.0,1.9,1997-11-07,07:46:55,1997,November
844,1997-10-09 18:47:15,31.8N,106.0W,37.0,,,,,190000000000.0,0.53,1997-10-09,18:47:15,1997,October
845,1997-10-01 14:26:43,46.7N,108.9E,,,,,,62000000000.0,0.2,1997-10-01,14:26:43,1997,October
846,1997-09-30 12:31:18,38.1S,63.9E,,,,,,23000000000.0,0.082,1997-09-30,12:31:18,1997,September
847,1997-09-05 11:41:54,31.1S,56.4E,,,,,,190000000000.0,0.53,1997-09-05,11:41:54,1997,September
848,1997-08-20 17:16:43,,,,,,,,26000000000.0,0.092,1997-08-20,17:16:43,1997,August
849,1997-08-15 01:05:22,,,,,,,,22000000000.0,0.079,1997-08-15,01:05:22,1997,August
850,1997-07-30 03:01:51,,,,,,,,50000000000.0,0.16,1997-07-30,03:01:51,1997,July
851,1997-07-04 12:22:33,15.8S,175.8W,,,,,,27000000000.0,0.095,1997-07-04,12:22:33,1997,July
852,1997-05-22 08:30:15,,,,,,,,45000000000.0,0.15,1997-05-22,08:30:15,1997,May
853,1997-04-27 22:34:21,16.7N,87.5E,,,,,,325000000000.0,0.86,1997-04-27,22:34:21,1997,April
854,1997-02-19 04:31:35,16.3S,87.7W,,,,,,140000000000.0,0.41,1997-02-19,04:31:35,1997,February
855,1997-02-15 15:23:35,35.5N,115.6E,,,,,,150000000000.0,0.43,1997-02-15,15:23:35,1997,February
856,1997-02-06 18:28:34,,,,,,,,26000000000.0,0.092,1997-02-06,18:28:34,1997,February
857,1997-01-28 17:49:49,,,,,,,,24000000000.0,0.086,1997-01-28,17:49:49,1997,January
858,1997-01-23 10:03:27,15.0S,94.2E,,,,,,270000000000.0,0.73,1997-01-23,10:03:27,1997,January
859,1997-01-22 21:13:16,32.2N,29.0E,,,,,,480000000000.0,1.2,1997-01-22,21:13:16,1997,January
860,1997-01-04 06:46:39,25.7N,5.3W,,,,,,43000000000.0,0.14,1997-01-04,06:46:39,1997,January
861,1997-01-03 15:08:07,,,,,,,,350000000000.0,0.92,1997-01-03,15:08:07,1997,January
862,1996-12-17 04:16:18,34.1N,37.2W,,,,,,41000000000.0,0.14,1996-12-17,04:16:18,1996,December
863,1996-12-10 06:09:32,,,,,,,,250000000000.0,0.68,1996-12-10,06:09:32,1996,December
864,1996-12-04 17:00:34,,,,,,,,49000000000.0,0.16,1996-12-04,17:00:34,1996,December
865,1996-12-01 13:19:35,,,,,,,,62000000000.0,0.2,1996-12-01,13:19:35,1996,December
